id;x1;x2;x3;x4;x5;y_regression;y_classification
3065;20;2.87;b;0.91883698;150;834.131364;0
3476;37;7.56;b;0.475564768;100;888.2238895;1
8190;40;4.1;c;0.877581608;150;710.3439694;1
62;33;8.33;c;0.496804136;150;590.9549111;0
8447;81;1.39;a;0.337331279;100;973.2729045;1
4009;43;6.55;c;0.02522976;150;337.0252332;0
4152;44;3.71;a;0.771061257;50;1096.393927;1
6691;76;6.07;b;0.981072329;100;1131.201645;1
5915;10;3.04;a;0.936096106;150;764.1778389;1
6158;10;4.98;b;0.551777911;150;708.286515;1
8267;72;0.21;a;0.185477648;100;871.7779486;1
6484;28;3.36;b;0.065522241;100;634.9184315;0
4640;79;2.62;b;0.671902879;50;1001.062169;1
2205;71;6.09;b;0.303352265;100;898.9098895;0
1806;46;9.86;c;0.238227791;150;520.1710626;0
9824;92;1.92;a;0.842651129;150;940.6680949;1
6724;23;4.46;a;0.502770738;100;902.6265098;1
9979;92;1.7;a;0.969594342;50;1262.990066;1
5947;96;2.93;b;0.186967941;150;761.250189;0
7437;74;2.6;c;0.290350938;150;591.3734505;0
6697;90;1.24;b;0.62682101;50;1009.9785;1
8107;32;7.53;a;0.892370744;50;1112.390942;1
1094;97;6.7;a;0.466667987;100;1082.119578;1
542;75;5.13;a;0.971262265;150;942.6404354;1
4031;15;4.88;a;0.346523013;100;823.8244954;0
4480;17;4.58;b;0.727817076;50;869.3015371;1
8261;89;4.81;b;0.472343821;150;877.4480111;1
186;16;5.08;a;0.270773072;100;792.8387685;0
9844;13;0.95;b;0.801440801;50;868.2687882;0
8464;80;5.6;a;0.820402419;150;916.8226832;1
5935;97;8.23;b;0.789979971;100;1140.053056;1
7287;54;1.26;b;0.899837713;100;1039.23775;1
3534;41;6.71;c;0.303961959;150;528.8023664;0
7579;92;1.33;b;0.994549201;150;1028.358679;1
1794;55;6.39;a;0.916796505;150;882.8204961;1
9798;69;7.27;c;0.863815755;50;1079.406703;1
9336;32;9.2;c;0.853942504;150;700.975388;0
9273;99;9.62;b;0.764981705;150;1012.145103;1
2314;29;4.51;c;0.029299952;150;301.3987849;0
8384;85;0.55;c;0.712359107;150;764.6326848;0
1990;79;9.35;b;0.916488563;100;1133.045615;1
5500;77;6.14;c;0.077981241;150;480.8661481;0
1509;0;2.1;c;0.525609899;100;728.2308615;0
8920;51;2.41;a;0.481627326;150;727.8165159;1
3690;7;4.4;a;0.242611556;150;523.724413;0
8225;17;1.07;b;0.570242519;100;849.3781882;0
1237;88;0.92;c;0.0051101;100;617.5491522;0
6575;88;4.88;b;0.96244914;150;1022.067202;1
5220;20;2.42;b;0.812770546;50;893.8166968;1
8857;7;8.06;c;0.369830676;150;476.7026674;0
24;26;7.97;c;0.819153262;100;902.8185989;1
756;30;9.28;c;0.672950992;50;934.0595087;1
3281;27;2;a;0.411382712;50;929.8447738;1
950;3;3.15;c;0.673929656;50;846.4447514;1
5677;48;1.58;b;0.118127089;50;682.0986656;1
9115;56;3.09;a;0.768638575;50;1123.639034;1
6022;67;9.89;c;0.447666413;150;663.2674302;0
5395;51;0.25;a;0.82113473;50;1116.404081;1
6643;14;7.78;a;0.029735694;150;392.4219441;0
980;21;8.04;c;0.197969447;50;719.7311459;1
5301;2;3.08;a;0.321719304;50;833.8470844;0
4255;79;3.82;b;0.882786174;100;1105.747176;1
162;74;1.42;c;0.3576656;50;906.7435094;1
2962;28;9.45;c;0.110548229;150;396.0068094;0
4658;18;9.95;c;0.617393986;100;829.7486809;1
2105;8;7.1;a;0.438390407;150;619.9926256;0
4581;25;8.44;b;0.787595441;100;960.0811391;1
6776;59;6.36;c;0.969072853;50;1078.875448;1
9027;38;1.87;c;0.696731211;50;936.5683905;1
3552;66;7.36;b;0.217677664;100;848.5315634;1
9425;81;3.63;b;0.907711915;50;1075.94664;1
7073;6;2.54;a;0.671215126;150;678.3911392;0
531;51;0.92;a;0.638626459;150;775.4284782;0
3927;7;8.14;b;0.870277198;100;936.7925123;1
2674;94;0.99;a;0.99380182;150;982.039087;1
988;18;5.96;a;0.024908769;150;389.053701;0
9202;1;3;a;0.692377982;150;673.8306065;0
7533;49;8.83;c;0.061687256;150;404.382837;0
7668;4;9.77;b;0.261016795;50;682.9722715;0
8824;52;2.63;a;0.254236811;150;636.1617457;0
842;48;0.02;b;0.726507333;100;971.9866663;1
3624;50;3.61;b;0.095560937;100;717.3290289;0
4397;24;5.2;a;0.305622003;150;599.02579;0
4318;74;4.2;a;0.282471396;100;940.4692595;1
4915;19;9.2;c;0.297760502;150;479.2675183;0
814;23;7.94;a;0.501645845;100;913.8180755;1
3273;32;8.94;c;0.724516711;100;894.1060057;1
8868;51;0.76;c;0.214007506;150;489.6298669;0
9077;95;7.51;c;0.535244741;150;756.6047526;1
8090;30;5.83;c;0.447549707;150;557.2040201;0
9963;71;9.49;c;0.157934258;150;536.1007571;0
9215;23;6.96;a;0.992518596;100;1054.546006;1
1911;93;4.35;b;0.065951458;50;760.3797376;1
4491;15;3.15;b;0.058317877;100;594.4780418;0
8698;25;4.54;b;0.373039111;100;808.7459077;0
6616;5;2.84;a;0.275642645;50;819.4547599;1
8655;26;5.35;c;0.096288717;100;596.7106849;0
7790;61;0.39;c;0.347079444;100;807.1090124;1
4232;2;0.48;b;0.029773013;100;518.6157589;0
3797;50;0.74;c;0.89888603;100;960.25527;1
8602;19;6.31;a;0.675657892;150;724.7986999;1
5969;100;7.95;c;0.00338469;50;723.5517036;1
7460;74;9.3;c;0.733277093;100;1002.870069;1
816;46;9.4;a;0.437848328;150;722.4468839;0
5573;46;0.06;c;0.878001762;150;712.0028816;1
311;21;8.65;b;0.052644461;100;621.769473;0
7637;71;6.23;c;0.542982036;100;925.4255427;1
8061;22;1.12;a;0.72708884;100;960.8201913;1
4505;31;5.71;c;0.011933131;50;569.1228925;0
4434;25;2.1;c;0.863942541;100;892.978616;1
8111;50;0.18;a;0.519097621;150;731.1358885;1
2982;66;3.28;c;0.297267628;150;576.8280147;0
9750;25;4.46;c;0.534428881;150;571.1693549;0
8286;18;5.05;a;0.942174154;50;1082.133937;1
8322;39;7.66;b;0.473773633;100;892.9069501;1
9015;97;8.53;c;0.723404721;50;1114.160069;1
6822;91;7.14;c;0.288141161;50;937.6592667;1
5334;17;9.34;c;0.042589974;100;535.5319616;0
6849;35;3.54;c;0.400836192;50;833.8354851;1
9760;32;3.35;c;0.440638548;150;551.352894;0
90;55;3.78;a;0.832958388;50;1141.409328;1
5005;15;7.49;c;0.281441297;150;455.9912464;0
8141;3;8.37;b;0.752462698;150;764.3894794;0
2365;72;3.66;c;0.714961718;100;973.7079133;1
690;75;7.88;b;0.046938253;50;707.0557466;0
685;11;3.21;b;0.057738668;150;453.6279996;0
6656;85;5.29;b;0.12554305;50;792.2651312;0
6901;38;3.94;b;0.37740749;50;800.2768567;0
3407;95;2.33;b;0.987099183;150;1037.317567;1
7103;67;3.93;b;0.805068863;150;924.5093891;1
6143;22;7.09;a;0.081600195;50;756.4275972;1
361;56;1.39;c;0.848435291;150;733.4757766;0
2955;66;1.05;c;0.862037909;50;1050.715641;1
2199;11;4.58;c;0.053449907;150;286.6419206;0
5580;38;6.97;c;0.122341951;100;651.8402401;0
4098;91;4.67;a;0.471293517;150;831.5995435;0
1005;97;1.22;b;0.015933727;100;735.4201021;0
1930;17;6.67;a;0.952038087;100;1028.316364;1
9233;25;0.49;a;0.54529539;50;968.3414524;1
5512;10;8.21;b;0.876589451;150;815.7654196;0
7493;48;0.57;c;0.613495245;150;641.8221268;0
8195;85;1.2;b;0.000414527;50;611.665121;0
6264;38;8.09;c;0.041480128;100;582.5161234;0
2903;23;2.17;b;0.736663371;150;789.16592;1
9468;83;1.94;a;0.488284232;50;1098.336046;1
64;45;6.53;b;0.021424246;150;502.7243592;0
4599;18;0.94;b;0.468665264;100;816.1689245;1
9623;99;5.21;a;0.790775256;100;1185.220094;1
6501;68;4.64;a;0.098799603;100;818.3562891;1
9010;72;5.53;a;0.393062218;100;987.6313401;1
5635;31;6.97;b;0.507307894;50;841.8270065;0
8928;29;4.69;b;0.189198917;50;690.591867;1
3102;100;4.41;c;0.086742567;150;540.2400961;0
457;82;8.57;b;0.164531612;50;821.3397402;1
8822;34;7.49;b;0.365396991;150;707.4764213;1
8127;36;1.36;a;0.224206547;100;807.0241374;0
2949;41;4.77;a;0.011143548;100;646.9086704;0
6267;25;3.22;a;0.491839985;100;899.6221907;1
4969;17;7.97;c;0.638247216;100;827.2350481;1
5680;86;5.77;b;0.909408298;100;1136.771676;1
6419;8;3.9;a;0.96299141;50;1058.636787;1
3881;32;1.18;c;0.502418339;50;856.325929;1
3567;60;2.77;c;0.789442387;150;731.7712928;1
6601;87;3.72;a;0.780302255;100;1147.304263;1
5320;12;9.59;c;0.914929214;50;958.1835191;1
6717;59;7.37;b;0.728864779;150;894.2043296;0
4776;35;5.94;b;0.59740874;150;789.0356447;0
5092;97;6.89;c;0.550547452;100;995.1811933;1
8353;30;0.67;c;0.979433456;100;930.805821;1
744;40;7.04;c;0.384412529;50;851.4374098;0
3030;11;5.36;b;0.968765166;50;922.4673021;1
7518;92;0.82;b;0.933797617;100;1141.63969;1
3938;61;1.61;c;0.503794896;100;871.4969214;0
1947;57;0.9;b;0.388216641;150;752.3265075;0
9892;33;9.63;b;0.793771459;50;945.0263213;1
404;68;7.83;c;0.108906352;150;489.3730527;0
2063;64;1.69;a;0.89345809;100;1113.985329;1
4110;97;9.07;a;0.113047615;50;975.8050287;1
9814;85;1.76;b;0.493620504;50;954.6406154;1
2435;70;2.46;c;0.366149785;50;903.7325173;1
815;47;4.69;c;0.969313352;50;1043.375421;1
4333;73;1.45;c;0.629983684;150;712.4803979;0
1354;67;9.46;b;0.622900804;150;888.9164654;0
5832;9;3.5;c;0.95901864;100;882.5455542;1
9057;55;1.69;b;0.115341772;150;608.2320607;0
2240;53;3.15;c;0.034760327;50;654.1992659;0
3895;66;3.01;c;0.000745596;100;547.419175;0
6394;78;1.06;b;0.741596011;150;924.4039851;1
2990;35;1.79;a;0.519245969;100;929.4973883;1
2458;21;2.78;b;0.654861891;50;851.3642448;1
1614;14;3.49;b;0.773386592;100;912.0767747;1
896;87;7.14;a;0.249266379;150;736.2034604;0
9223;71;0.97;c;0.807256211;50;1047.956448;1
5829;23;2.07;a;0.531486863;100;904.6518964;1
5811;85;2.1;a;0.440977975;50;1086.51302;1
1515;49;7.65;b;0.177850238;100;784.5790388;0
3442;92;7.53;c;0.356433548;150;681.8795198;0
4849;22;1.72;a;0.219483522;100;770.7160113;0
8131;17;5.45;a;0.486594414;100;885.1731673;1
4213;1;8.95;c;0.936378073;150;644.4309918;0
5176;91;1.49;a;0.126790535;50;945.4891507;1
2392;68;7.07;a;0.776722855;100;1109.945577;1
8571;74;5.31;a;0.782694326;50;1180.021525;1
9821;72;2.49;c;0.513415113;100;905.299724;1
4723;88;2.56;b;0.814873399;150;975.1708322;1
7581;63;7.01;b;0.044042527;100;711.5179262;0
8992;57;5.67;a;0.295507754;150;678.4785649;0
8241;19;0.3;a;0.345371618;100;818.0837005;1
1760;88;6.3;a;0.837150753;150;943.753054;1
3806;88;6;b;0.95665651;50;1114.013253;1
7784;47;6.75;a;0.14514328;150;575.7602126;0
7988;40;3.75;a;0.158691643;100;787.4111673;0
5412;31;3.24;b;0.391737222;150;696.5281131;0
5492;23;9.4;a;0.022557159;100;639.640273;0
9222;96;6.06;b;0.621795594;150;949.7442235;1
7302;79;5.63;b;0.825973973;100;1096.40652;1
7595;94;2.59;c;0.269954524;100;862.1535092;1
2672;57;5.57;c;0.025962677;50;659.6019476;0
8730;13;2.77;b;0.42199821;100;792.2741154;0
498;69;5.97;c;0.064795215;100;678.3976903;0
3093;30;5.27;a;0.43182892;100;896.8606243;0
5068;89;2.7;c;0.529829242;150;723.7321916;1
8951;29;9.14;a;0.90209718;150;823.1245234;0
5547;87;9.27;a;0.364490223;150;795.5285688;1
2293;7;2.63;c;0.983987291;150;650.532908;0
2345;17;6.47;b;0.126101741;100;667.3422034;0
2378;16;8.68;c;0.724215678;150;622.7030524;0
9646;69;8.41;c;0.345530877;150;622.7090129;0
9234;62;6.43;c;0.124189806;150;480.9091104;0
599;7;3.58;b;0.67262404;100;865.2327681;0
3819;58;7.33;c;0.697748924;150;715.3600745;0
4853;34;4.16;c;0.438645006;100;788.7472714;1
6458;15;9.99;a;0.06713464;100;676.0615349;0
240;42;5.63;a;0.10268057;150;529.2612861;0
3427;93;1.26;b;0.736650792;100;1091.580684;1
8559;7;4.31;b;0.181164442;100;670.4124513;0
4325;99;0.91;c;0.692374974;50;1084.56482;1
9087;23;2.64;c;0.938571158;50;968.679769;1
768;36;0.13;b;0.012608276;100;572.3192585;0
2933;85;0.29;a;0.5256123;100;1051.70439;1
6599;64;9.65;a;0.895545627;100;1141.043931;1
5622;14;0.38;c;0.947409549;50;940.9293847;1
3195;4;5.32;c;0.82828079;100;841.5083336;1
6806;18;2.54;c;0.704955699;150;601.5607403;0
362;18;5.18;c;0.916255801;50;958.8448159;1
7489;23;6.7;a;0.203360196;100;781.031449;0
3453;96;4.53;a;0.911139183;100;1208.096023;1
3378;98;6.06;b;0.897727254;50;1123.911307;1
6829;86;10;c;0.872938591;50;1133.445071;1
4456;49;3.08;b;0.799013487;100;1005.43724;1
1995;99;6.29;a;0.226539807;100;982.169759;1
5098;73;2.01;c;0.409865172;150;637.5912066;0
5609;40;9.79;a;0.527621547;50;1030.77767;1
5827;33;5.47;c;0.010349734;100;510.3249905;0
9916;36;5.88;b;0.076953987;150;543.5776488;0
9426;30;3.2;a;0.358841413;50;920.1620244;1
7067;72;2.73;b;0.226260432;50;811.9142603;0
1696;54;3.62;b;0.699415485;150;860.5042599;1
7618;9;9.58;a;0.147624789;100;722.2543261;0
143;22;5.53;b;0.464495312;50;799.1735224;0
6783;97;7.32;a;0.235681335;50;1044.599868;1
8477;88;7.05;c;0.033906879;150;463.8399434;0
2864;50;2.4;a;0.125437205;100;785.820645;0
6297;45;6.85;c;0.975676529;50;1047.181356;1
3559;10;5.34;c;0.307478865;100;678.779153;0
9160;41;5.33;b;0.219227854;100;780.10084;1
1726;86;6.85;b;0.285440657;50;889.932891;1
969;21;6.28;a;0.868462631;100;1015.112181;1
2129;47;3.74;b;0.683676396;150;838.6721717;0
3251;84;3.84;c;0.526641896;50;1003.626842;1
4097;57;5.22;b;0.056500553;150;574.0261648;0
436;33;1.99;b;0.275375202;50;736.4968794;1
5588;86;7.39;b;0.516433636;50;983.9144438;1
2927;13;6.58;a;0.612244995;150;690.9361696;0
9505;32;7.53;a;0.641006736;100;981.1324503;1
1306;54;7.78;a;0.278162259;50;959.6020088;1
491;97;9.53;a;0.671839574;100;1159.807071;1
3012;99;7.19;a;0.494057174;150;868.1830442;1
2195;88;8.02;c;0.063650228;50;790.8407415;0
1539;92;0.52;a;0.794128935;150;922.5955015;1
402;62;8.3;c;0.194754673;50;821.2832465;1
1345;12;3.08;a;0.86128933;50;1039.273933;1
4990;19;4.73;a;0.28808852;100;807.3633595;0
6363;52;9.84;a;0.904416938;50;1173.260548;1
2218;84;1.43;a;0.955742639;150;948.8666942;1
3020;83;5.05;a;0.635078594;50;1157.76475;1
6636;55;3.41;b;0.953491526;150;932.3840938;1
7201;76;1.27;a;0.911387087;50;1206.551236;1
4671;21;3.52;a;0.069399179;50;730.9293774;0
1685;51;0.2;b;0.059052767;50;634.6590328;0
5934;25;5.94;b;0.800386913;100;955.3449966;1
2119;34;1.82;c;0.830976307;50;964.8392671;1
6314;13;8.03;c;0.526807099;150;550.4416318;0
8304;41;7.65;c;0.724504727;150;681.8580574;1
2721;21;6.27;c;0.841260677;150;660.2747587;0
3842;46;6.54;b;0.842907626;150;891.1225448;0
5307;52;4.59;a;0.540101739;150;758.0371126;0
6985;19;9.41;b;0.786802122;150;817.6389756;1
6760;63;4.74;c;0.95775794;50;1080.598899;1
9554;90;4.67;b;0.375944727;150;842.417099;1
5081;24;6.69;a;0.911114301;150;804.8335779;1
8316;16;1.73;c;0.160628296;150;374.4475408;0
3285;75;6.07;a;0.215596376;100;915.6179529;1
9843;24;9.09;c;0.665727248;150;626.5245924;0
2431;98;5.94;c;0.632122972;50;1080.300165;1
3078;15;1.09;b;0.637320977;50;825.280785;0
6351;89;3.49;b;0.024523483;150;607.7159172;0
5923;82;4.3;a;0.718211842;150;888.3502404;0
5451;58;4.5;c;0.627289775;150;684.2874763;0
5514;12;3.79;a;0.986910573;50;1074.326722;1
4037;72;3.8;a;0.022892002;150;513.5988554;0
7453;15;7.7;a;0.226099749;50;835.8798943;0
7596;2;3.37;b;0.230532831;150;551.5856133;0
4765;48;4.22;c;0.474938828;50;896.6207864;1
6781;43;9.09;a;0.044263163;150;488.2581024;0
4245;79;3.78;b;0.434690534;50;924.7318832;1
207;94;4.27;a;0.40740931;100;1044.105283;1
3412;45;1.54;b;0.546842901;150;782.6666754;0
9152;9;4.1;b;0.483320875;150;679.0537539;1
3042;11;2.22;a;0.272445316;100;771.6171414;1
3295;65;3.15;b;0.312490478;100;878.2368073;1
3511;18;1.93;b;0.110705372;100;643.5320529;0
5785;13;0.9;c;0.371458333;150;468.5282486;0
2132;87;1.59;b;0.226252042;100;886.3675617;0
2746;48;7.74;c;0.529435019;100;868.3286963;0
4447;34;4.44;a;0.891551013;150;817.1894356;1
8760;29;7.65;b;0.762236096;50;919.4943256;1
7144;64;2.76;c;0.103981138;50;748.4104901;0
8379;83;1.11;a;0.703771507;50;1165.64091;1
5178;3;0.17;a;0.533562259;150;618.5871712;0
2878;14;1.73;c;0.643274435;50;859.7720131;0
2348;62;5.09;a;0.463124397;100;987.9589868;1
1124;21;0.89;c;0.503056658;150;538.3904761;0
9271;49;6.12;a;0.081002446;100;760.9273117;0
703;37;7;b;0.490665136;100;891.7905368;1
2665;64;3.72;a;0.020772323;50;779.4397913;0
4606;34;8.94;a;0.606619076;100;979.9420414;1
3613;34;8.46;b;0.84063441;100;997.3454552;1
566;49;7.43;c;0.049270053;50;676.215351;0
1584;0;2.89;c;0.481200703;50;774.456015;0
3780;71;3.71;a;0.779042328;150;876.4655129;0
281;82;2.34;a;0.414193239;50;1069.570589;1
1299;4;6.53;a;0.593972286;150;662.3872278;1
6045;50;6.38;c;0.96284342;100;995.6113942;1
2092;82;7.27;b;0.580960586;100;1036.056022;1
4442;58;8.65;c;0.939233191;100;1017.117788;1
1632;6;8.47;a;0.870717476;50;1044.755475;1
666;62;4.32;c;0.193352691;50;807.2341964;0
6427;90;1.32;c;0.42266079;50;972.4465944;1
3968;11;8.88;c;0.626506132;50;870.8202595;0
6087;67;7.04;b;0.567357476;50;952.5480359;1
8170;37;5.63;b;0.638664058;150;806.1245404;1
5895;47;4.15;c;0.769909731;150;698.3363414;0
1660;64;5.15;a;0.080164659;150;564.0106612;0
760;31;8.48;c;0.721982071;150;658.880381;0
4834;63;9.23;a;0.786094934;150;876.8402149;1
9136;51;7.16;b;0.447508354;100;911.5661949;1
1296;56;2.51;b;0.032175013;150;533.3396148;0
1514;24;4.34;b;0.671122051;50;869.0515539;0
1425;15;3.58;c;0.66466777;50;875.0463541;1
5659;87;4.81;a;0.202651078;50;993.5903741;1
6765;66;2.42;b;0.52604605;50;920.6929183;1
9955;24;6.05;b;0.048196683;150;485.2095555;0
8308;36;0.42;b;0.195739857;50;697.6002444;1
9858;60;9.78;b;0.549265367;150;848.4239373;1
5553;74;7.21;b;0.397666041;100;950.0562069;1
9837;2;0.12;a;0.753545034;150;684.7287989;0
5797;84;1.21;b;0.30192958;150;784.0642364;0
6466;72;4.77;c;0.285192111;50;880.890163;1
5602;94;8.42;a;0.051719415;50;911.7372727;1
5710;100;2.42;b;0.127599557;100;862.4070697;1
9758;86;2.28;a;0.054871845;50;874.7052586;1
5192;86;7.1;b;0.237420205;150;777.5662615;1
1588;97;6.86;c;0.94348314;50;1168.998259;1
1967;26;9.83;a;0.098434596;100;730.3484098;0
1341;35;1.82;b;0.636637045;50;877.4974503;0
1573;63;7.83;c;0.184769504;150;526.7923572;0
5171;27;1.16;b;0.207482615;50;684.1032557;0
2111;46;6.52;c;0.680438402;50;967.144209;1
3611;21;3.12;a;0.952497316;50;1085.858603;1
2229;17;6.55;c;0.425834069;150;518.8856549;0
8401;13;2.53;b;0.152765618;50;621.3402701;0
4589;80;2.05;c;0.23927241;100;810.1469643;0
6968;58;9.78;c;0.783586992;150;748.4639863;1
8313;97;8.34;a;0.220610347;100;980.8611473;1
908;33;0.75;a;0.86770797;50;1085.740877;1
6272;92;9.18;b;0.819857848;100;1139.042479;1
4781;56;0.39;b;0.687082894;100;981.4940863;1
936;36;9.53;a;0.595903329;100;983.451844;1
5319;14;3.34;a;0.34256334;150;584.0610942;0
7101;33;6.12;c;0.499845145;100;815.1213056;0
686;1;8.76;a;0.27704518;150;540.1405475;0
1304;57;4.01;a;0.097517872;50;846.9817158;1
9297;96;2.86;a;0.833012294;150;951.1656764;1
1130;60;0.72;a;0.840905915;150;856.196552;0
6247;73;4.81;b;0.908456299;150;970.3765098;1
4059;75;3.54;c;0.077470599;50;756.4450611;0
9863;2;4.16;b;0.155019974;150;511.0100203;0
5683;89;3.37;b;0.154199238;100;855.8062227;0
2644;15;1.7;a;0.668506107;50;986.9612715;1
5438;67;8.47;a;0.9448619;50;1216.714293;1
4301;8;8.85;b;0.965588822;50;925.7815538;1
4089;63;1.21;c;0.191437359;50;798.2862335;0
3856;77;3.27;b;0.410313678;150;818.9620997;0
1340;68;0.94;b;0.025187666;50;637.4724698;0
1680;82;4.31;c;0.2439743;100;825.0641422;0
743;92;0.51;a;0.107837114;100;871.6341774;1
3580;31;4.47;c;0.421001908;150;545.1027396;0
907;99;1.97;b;0.37732813;100;986.9383711;1
5362;82;6.15;b;0.934978192;150;1004.245192;1
5763;92;9;c;0.132926115;50;860.2543269;0
9070;30;0.47;c;0.913693929;50;972.4909504;1
8756;2;5.97;c;0.586950326;50;825.9326748;1
2910;5;8.06;c;0.728342603;100;824.7978214;0
6862;26;4.54;b;0.337355751;50;755.519027;0
8034;74;6.3;a;0.959479886;50;1230.733379;1
7604;77;9.08;c;0.481802553;150;698.0907326;0
8729;57;4.13;c;0.09940026;150;442.1862746;0
4918;48;0.96;a;0.190640043;150;586.8028689;0
9747;77;7.53;c;0.790592432;50;1080.140382;1
5434;83;3.9;c;0.71215497;100;1001.176443;1
3447;88;7.46;a;0.955523855;150;978.8906429;1
2937;59;4.45;c;0.186411812;100;736.93874;0
5316;25;3.41;c;0.969762377;150;694.5322094;0
7981;39;6.24;c;0.807492577;100;926.3252227;1
2419;92;6.72;a;0.502931899;150;852.2603987;1
6867;94;2.4;c;0.514932369;100;960.5290101;1
4859;36;9.23;c;0.247994623;100;728.4742616;0
4257;0;6.62;b;0.175647593;150;526.8906006;0
7214;32;9.65;c;0.510864965;100;828.2516603;1
3381;61;5.29;c;0.397010497;150;613.4538854;0
5940;58;0.5;c;0.261110011;100;760.9026923;1
9890;18;8.21;c;0.283107379;50;756.3676366;1
2374;64;2.03;a;0.066482022;50;830.6695977;1
1475;20;3.51;a;0.073557768;150;442.5903173;0
565;92;1.11;a;0.944725343;150;964.9755534;1
1307;17;9.45;a;0.754392752;100;983.9904976;1
9991;59;8.38;a;0.114068711;100;820.0187673;1
9996;9;5.45;a;0.257043735;50;829.1350616;0
416;71;3.6;a;0.25356752;150;686.5597817;0
1525;77;9.21;a;0.904708177;100;1174.493113;1
1786;18;1.57;c;0.270532122;100;669.0346814;0
1740;77;0.86;b;0.967302333;50;1072.110605;1
2214;52;7.1;c;0.754428414;150;716.2265337;0
7233;40;6.15;a;0.185580825;100;811.6180337;1
7124;23;4.86;b;0.52795452;100;862.7292636;0
2369;93;2.22;c;0.0317247;50;746.9389029;1
5713;25;4.74;a;0.806957796;100;1003.181417;1
1548;26;5.55;b;0.415267639;50;790.6769733;1
1986;70;2.13;c;0.971394227;50;1092.878726;1
3026;7;0.11;b;0.186769311;100;659.6934442;0
8049;57;5.81;a;0.855647283;50;1159.34248;1
7673;56;4.79;b;0.990596818;100;1079.337421;1
6293;42;4.34;a;0.415553473;150;687.063726;1
7919;27;6.06;b;0.149022281;150;575.991161;0
5360;87;1.98;b;0.434266671;100;979.331033;1
7635;58;5.87;b;0.855792226;150;922.3866345;1
3392;77;8.66;c;0.076065127;100;717.980404;0
4712;74;2.41;c;0.403395375;150;638.8867101;0
8184;10;5.83;c;0.446476385;100;737.2514108;0
6493;5;8.57;b;0.679631364;150;748.5312288;0
6751;33;7.45;b;0.567859638;150;779.3851509;0
5256;25;7.83;b;0.580949643;50;854.6633212;1
8515;60;7.05;a;0.441401458;50;1040.655911;1
9860;76;5.79;b;0.24644818;50;842.4875949;0
4137;41;6.85;c;0.069182691;100;615.5665823;0
9342;1;9.79;a;0.474272262;50;914.426997;1
4047;52;2.08;c;0.756195959;100;930.467111;1
8881;92;4.84;a;0.581322131;100;1103.082688;1
7267;79;6.66;a;0.398271555;150;780.5159389;0
8429;50;3.52;b;0.008159514;150;477.1809552;0
9828;91;1.71;c;0.425865333;150;687.7804321;0
3379;5;6.08;c;0.646741718;150;563.1420082;0
7771;15;3.69;a;0.411809112;100;846.3925426;1
1083;8;1.1;b;0.098399676;50;565.4957711;0
9582;53;5.56;c;0.226380121;150;517.2062407;0
8603;66;5.5;b;0.426723576;150;805.2297532;1
8262;90;7.76;b;0.55728319;150;919.3921529;1
3418;11;6.88;b;0.104322723;50;596.8946997;0
6333;68;4.67;c;0.022149499;100;618.707708;0
1511;47;1.44;b;0.484747918;50;855.4035607;1
2433;52;0.34;b;0.353640703;50;813.4598445;0
9143;36;0.17;c;0.764096433;50;945.6183061;1
4464;4;7.6;a;0.516075603;100;870.2430796;1
1357;77;1.86;c;0.215257654;100;789.416207;1
2987;68;1.19;b;0.519041856;100;959.9285665;1
8342;0;1.7;b;0.719293517;50;814.7060258;0
7806;96;6.14;a;0.802596998;100;1184.128159;1
7688;4;0.41;b;0.073017422;100;572.217049;0
5762;0;6.73;c;0.45270034;150;487.120289;0
7950;57;5.44;b;0.170008163;50;751.7645883;0
9618;92;0.39;c;0.573896597;150;738.3728566;0
1748;94;3.96;a;0.533908334;100;1089.275026;1
99;88;4.45;c;0.177522889;100;804.2288945;0
6050;58;7.31;c;0.938067719;150;781.906121;1
7034;95;9.27;a;0.682356311;150;926.6877468;1
9014;62;5.97;c;0.213457339;150;534.1816585;0
9812;1;9.35;b;0.469941962;50;761.3862228;0
2741;41;0.3;b;0.415987024;150;721.2786207;1
4294;30;2.51;a;0.744026566;100;990.3862415;1
4963;46;9.05;a;0.214691949;150;622.1051531;0
2272;36;9.59;c;0.642607338;50;940.7378228;1
8366;62;5.47;c;0.744538666;100;963.3914389;1
6361;47;6.18;b;0.969849255;150;925.7783645;1
3852;75;2.68;b;0.048562219;150;601.9029255;0
6687;34;6.12;c;0.876786614;100;932.3070913;1
2783;29;2.07;c;0.393882467;100;751.9364504;0
5121;87;3.14;a;0.225314465;150;710.5870447;0
6669;80;5.06;a;0.992801918;50;1250.036187;1
4053;11;9.35;c;0.373087902;100;722.7831783;1
97;68;4.16;a;0.970050409;50;1211.297643;1
6482;67;9.94;a;0.021541015;100;749.7275575;1
2423;40;6.26;a;0.398747073;100;912.3209836;1
1602;26;0.78;a;0.15772018;50;801.1565582;0
699;47;0.52;c;0.805619741;50;986.0023696;1
4609;79;2.83;b;0.724538052;100;1058.265974;1
3799;45;3.15;a;0.987781287;100;1095.668502;1
2871;99;5.47;b;0.209794562;100;920.4748504;1
4948;64;7.44;a;0.84738884;150;890.3381686;1
1356;5;7.54;c;0.236615625;100;639.5670296;0
7087;26;3.42;a;0.625740208;50;1006.89647;1
